"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","GeneInfo","KO_terms","Pfam_domains"
"pdam_00011899",1.34227780904531,13.1944353905967,4.49120349072629,2.93783958305193,0.0033050799039219,0.0142679240305914,"pdam_00011899"," PLA2G1B: Phospholipase A2%2C major isoenzyme (Sus scrofa)","","PF00068"
"pdam_00025812",211.181823078865,11.2706880449786,2.1214400752147,5.31275343416804,1.07981098323585e-07,2.09724841152509e-06,"pdam_00025812"," unknown function","",""
"pdam_00025583",72.2991133467103,10.3694977486043,2.97090203993059,3.49035330321649,0.000482382364750146,0.00289967545629986,"pdam_00025583"," unknown function","",""
"pdam_00024483",200.742199108595,10.2996756470166,2.19225389601502,4.69821295140077,2.62447714705766e-06,3.40663293671506e-05,"pdam_00024483"," pif1: ATP-dependent DNA helicase PIF1 (Danio rerio)","","PF02689, PF05970"
"pdam_00025723",35.7787702811102,9.64464013637338,2.91604057286143,3.30744373934048,0.000941516218308232,0.00507098251498323,"pdam_00025723"," unknown function","","PF01771"
"pdam_00025503",34.1781303809229,9.51977668126731,2.89761639470667,3.28538197763441,0.0010184419941368,0.00541699785036315,"pdam_00025503"," unknown function","",""
"pdam_00024360",58.598953725227,9.39496471352374,1.03031704848316,9.11851815647922,7.61584920784342e-20,1.66715699065447e-17,"pdam_00024360"," ZNF862: Zinc finger protein 862 (Homo sapiens)","","PF14291"
"pdam_00025776",257.944091939595,9.10391033496611,0.967637833208501,9.40838609501169,5.0381307451779e-21,1.41168423479885e-18,"pdam_00025776"," unknown function","",""
"pdam_00011197",28.789170281435,9.03368490780475,2.21711633754675,4.07452002171459,4.61093464372202e-05,0.000403252375580609,"pdam_00011197"," unknown function","",""
"pdam_00024926",55.4855100686907,8.81308518827544,1.56780900973181,5.62127474301414,1.89553538370864e-08,4.52152963548663e-07,"pdam_00024926"," Oit3: Oncoprotein-induced transcript 3 protein (Rattus norvegicus)","",""
"pdam_00026045",26.4676858410199,8.7938256307795,1.0733418993384,8.19293986026258,2.54921567836191e-16,3.47868620005035e-14,"pdam_00026045"," unknown function","",""
"pdam_00017465",114.754438418096,8.59085403608034,0.955833055294031,8.9878185196657,2.52186016520729e-19,5.24721696750803e-17,"pdam_00017465"," Tor1aip2: Torsin-1A-interacting protein 2 (Mus musculus)","K23001","PF05609"
"pdam_00025092",17.6807795475101,8.56002773248695,2.18326532060328,3.92074552355443,8.82754445357195e-05,0.000702160661210501,"pdam_00025092"," unknown function","","PF029463"
"pdam_00024829",21.7451316368445,8.53200306793785,1.05867731650293,8.05911578054885,7.68482859835669e-16,9.40117319572528e-14,"pdam_00024829"," unknown function","",""
"pdam_00014081",21.1174058439975,8.45367261562821,1.5080185825705,5.60581461882152,2.0727772667014e-08,4.88882314924017e-07,"pdam_00014081"," unknown function","",""
"pdam_00025673",18.2950208499245,8.36527369000724,1.34050127631716,6.24040710575798,4.36433519401697e-10,1.57048808394292e-08,"pdam_00025673"," unknown function","",""
"pdam_00025966",19.1538878053814,8.27051226380722,2.83317271466072,2.91916981305449,0.00350964980008731,0.0149665768159161,"pdam_00025966"," unknown function","",""
"pdam_00003314",36.6163601517752,8.19142727459051,1.12461486854542,7.28376220490961,3.24637034022196e-13,2.39377097192156e-11,"pdam_00003314"," DELTA-stichotoxin-Hmg2b (Heteractis magnifica)","","PF06369"
"pdam_00012908",38.2924142440012,8.06116142980198,1.04398318750497,7.72154334119833,1.14929508903262e-14,1.1381447141753e-12,"pdam_00012908"," unknown function","","PF09004"
"pdam_00000173",29.8883522633072,7.84214644172385,1.79037381452222,4.38017266456537,1.18585306383449e-05,0.000125862132002434,"pdam_00000173"," hoxX: Hydrogenase maturation factor HoxX (Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110))","","PF00378, PF00551, PF02911"
"pdam_00021492",17.4190601469435,7.68887197594454,1.04064886718789,7.38853634340846,1.48453850325869e-13,1.1684485635199e-11,"pdam_00021492"," CTHRC1: Collagen triple helix repeat-containing protein 1 (Homo sapiens)","",""
"pdam_00022278",269.834836738237,7.40197234021501,0.534180555880374,13.8566862060637,1.15902771013682e-43,3.47956676121791e-40,"pdam_00022278"," unknown function","",""
"pdam_00023628",22.701897052528,7.35321805337358,0.971412590348046,7.56961370115556,3.74335698929047e-14,3.40548255973763e-12,"pdam_00023628"," unknown function","",""
"pdam_00013884",113.292951599629,7.25447100891786,0.670105674981895,10.8258611734841,2.59626938774484e-27,1.76001939301476e-24,"pdam_00013884"," NWD1: NACHT domain- and WD repeat-containing protein 1 (Homo sapiens)","","PF00400, PF05729, PF13271"
"pdam_00025903",6.82217656342789,7.20756526421577,2.71302495617497,2.6566527697473,0.00789206839154108,0.0287822334052698,"pdam_00025903"," unknown function","","PF02037"
"pdam_00008674",125.281753100762,7.09180666353165,0.720055611475906,9.84897076073818,6.9249466827478e-23,2.69495841736935e-20,"pdam_00008674"," unknown function","",""
"pdam_00008108",40.4142069327637,7.04219369012167,0.939944700161218,7.49213617451517,6.77615626603753e-14,5.7419727391443e-12,"pdam_00008108"," unknown function","","PF13676"
"pdam_00007754",9.65966308207833,6.98308726643948,1.05029438341857,6.64869523886291,2.95702551162396e-11,1.39019890663932e-09,"pdam_00007754"," unknown function","",""
"pdam_00024084",6.31912887214796,6.97623085483992,2.67693225222413,2.60605431797675,0.00915919353462198,0.0324041165202156,"pdam_00024084"," unknown function","",""
"pdam_00025094",39.1472646169888,6.87427767190259,0.849947820433515,8.08788199303385,6.07111827527254e-16,7.54938168963624e-14,"pdam_00025094"," unknown function","",""
"pdam_00007908",6.62076668047904,6.75482356458177,1.32538258282423,5.09650847394424,3.45975083533623e-07,5.9303967214185e-06,"pdam_00007908"," lev-9: Protein lev-9 (Caenorhabditis elegans)","","PF00084"
"pdam_00003952",5.69020025746779,6.69452510322755,1.23333019405553,5.42800714317557,5.6986759626308e-08,1.21782043131655e-06,"pdam_00003952"," unknown function","",""
"pdam_00014716",6.78520200664181,6.69199002111665,1.04238957818575,6.41985507257647,1.36404142312417e-10,5.55529660987489e-09,"pdam_00014716"," unknown function","",""
"pdam_00004212",25.4289409578784,6.67455463436501,0.949422175029707,7.03012296311297,2.06351603728426e-12,1.3022459316375e-10,"pdam_00004212"," DDB_G0283145: Fido domain-containing protein DDB_G0283145 (Dictyostelium discoideum)","","PF026611"
"pdam_00016873",6.23334304304757,6.64102249635738,1.12192202253504,5.91932626596604,3.23263114618992e-09,9.37017152236981e-08,"pdam_00016873"," unknown function","",""
"pdam_00020656",27.8437194298944,6.45965368742159,1.89176332419008,3.41462042572749,0.000638709517946002,0.00367839970392854,"pdam_00020656"," unknown function","",""
"pdam_00025842",38.5618105700299,6.41562001912579,0.827244694471028,7.75540787629734,8.80599842023651e-15,8.85445247852967e-13,"pdam_00025842"," unknown function","",""
"pdam_00006456",195.429901637818,6.36801916000961,0.723314018184453,8.8039482160094,1.32085352239434e-18,2.52343061573791e-16,"pdam_00006456"," unknown function","",""
"pdam_00020091",83.0138150112334,6.35593532217741,0.843113145102732,7.5386504872996,4.74859784387805e-14,4.1929320877772e-12,"pdam_00020091"," unknown function","",""
"pdam_00019886",52.4078498932618,6.29557689503878,0.890025218439602,7.07348147513868,1.51094101952826e-12,9.83938654883954e-11,"pdam_00019886"," unknown function","",""
"pdam_00007890",9.93793567049269,6.28731815738157,0.979273943536345,6.4203874706161,1.35927918569148e-10,5.54665089073912e-09,"pdam_00007890"," LHX3: LIM/homeobox protein Lhx3 (Fragment) (Sus scrofa)","","PF00046"
"pdam_00010841",29.4989635355379,6.2666724471006,1.08827903222018,5.75833243273656,8.49489358078982e-09,2.27124921883331e-07,"pdam_00010841"," UPF0573 protein C2orf70 homolog A (Xenopus laevis)","","PF10629"
"pdam_00009530",15.1977202931631,6.25165753977152,1.00670362767892,6.21002782535462,5.29752202261277e-10,1.86303797112985e-08,"pdam_00009530"," unknown function","","PF13151"
"pdam_00024761",12.0367887615262,6.2436947231879,1.02807275474489,6.07320317980531,1.25383646811339e-09,4.02280509578672e-08,"pdam_00024761"," unknown function","",""
"pdam_00012898",5.409673320453,6.21815924457553,1.17390960056942,5.29696600279898,1.17742606143087e-07,2.26175582092959e-06,"pdam_00012898"," unknown function","",""
"pdam_00008839",3.90998162703194,6.20344113790077,1.15275240521908,5.38141678110124,7.39018667983839e-08,1.51221784884911e-06,"pdam_00008839"," unknown function","",""
"pdam_00023391",6.5106165521078,6.17727875636219,1.07666115986862,5.73743995475416,9.61183397278954e-09,2.52806872263044e-07,"pdam_00023391"," unknown function","","PF01130"
"pdam_00000419",20.3110776273936,6.17043893317094,0.820926465495202,7.516433191673,5.62908249312714e-14,4.86811393387106e-12,"pdam_00000419"," unknown function","",""
"pdam_00008354",6.82650128579659,6.14253768646785,2.01356363229611,3.05058036803306,0.00228399544556866,0.0105895636369968,"pdam_00008354"," unknown function","",""
"pdam_00010547",8.22469926535368,6.09546345097273,1.13823164296027,5.35520470606482,8.54596087489652e-08,1.72024298645546e-06,"pdam_00010547"," unknown function","",""
"pdam_00025994",27.4770140359491,6.08984026615859,0.956625462034906,6.36596087794324,1.94070898439746e-10,7.60895509461058e-09,"pdam_00025994"," unknown function","",""
"pdam_00020677",18.3898348240266,6.0373564073088,0.845626736920094,7.13950510753456,9.36675383812586e-13,6.3703020035021e-11,"pdam_00020677"," unknown function","",""
"pdam_00022100",7.17650554022607,5.97650290466463,1.18124907610075,5.0594773156503,4.20407286040508e-07,7.05659673813201e-06,"pdam_00022100"," unknown function","",""
"pdam_00003089",134.399473153715,5.95123534841057,0.561615429788954,10.5966378997937,3.08885776859131e-26,1.90918664726313e-23,"pdam_00003089"," unknown function","","PF04989"
"pdam_00018373",7.69850131542673,5.90412717729428,1.31863964787446,4.47743793144038,7.55441810657315e-06,8.4624784919848e-05,"pdam_00018373"," unknown function","",""
"pdam_00025100",6.24086094726542,5.825540109082,1.02015044451992,5.71047156855722,1.12663558409026e-08,2.88032199509208e-07,"pdam_00025100"," unknown function","",""
"pdam_00009823",2.80484124744626,5.77741637311944,1.2430314772372,4.64784398377465,3.35422449683964e-06,4.20830016722895e-05,"pdam_00009823"," unknown function","",""
"pdam_00015390",6.15520829923674,5.73529349754335,1.13288619978849,5.06255041204859,4.13684626253755e-07,6.97159777122908e-06,"pdam_00015390"," unknown function","","PF13649"
"pdam_00021549",17.0720813963884,5.7179729928893,1.02854144221051,5.55930248235833,2.70854926203963e-08,6.20514690779753e-07,"pdam_00021549"," unknown function","",""
"pdam_00001674",43.1271763119393,5.67751316572393,0.935571948458712,6.06849443816398,1.29114886705673e-09,4.12990767750337e-08,"pdam_00001674"," cbh: Choloylglycine hydrolase (Clostridium perfringens (strain 13 / Type A))","","PF02275"
"pdam_00024049",3.45433926705586,5.67571654941206,1.13755090622443,4.98941763252598,6.0561589838951e-07,9.62709387644141e-06,"pdam_00024049"," ABCC4: Multidrug resistance-associated protein 4 (Homo sapiens)","",""
"pdam_00001558",6.46435265428614,5.65362695667095,1.00951234333671,5.60035446221906,2.13913938822561e-08,5.03404414821515e-07,"pdam_00001558"," unknown function","",""
"pdam_00025703",31.3331036562509,5.63596163722243,0.61826912064425,9.11570940393988,7.81574498359036e-20,1.69327712196032e-17,"pdam_00025703"," unknown function","",""
"pdam_00006247",28.2248995407809,5.5869231602155,0.813715949622075,6.86593787772048,6.60558166380877e-12,3.63393452002464e-10,"pdam_00006247"," THAP12: 52 kDa repressor of the inhibitor of the protein kinase (Homo sapiens)","","PF05699"
"pdam_00018764",9.24995435145589,5.58605671541492,1.00692421928689,5.54764361450257,2.89545305825231e-08,6.56403453070293e-07,"pdam_00018764"," unknown function","",""
"pdam_00024812",3.68344914436099,5.55453999725683,1.1862521251898,4.68242785771036,2.83496975071535e-06,3.63814038089283e-05,"pdam_00024812"," unknown function","",""
"pdam_00003765",92.6234996603541,5.55172583959344,0.763535298697596,7.27107947604168,3.56626033495267e-13,2.61132268080245e-11,"pdam_00003765"," Spon2: Spondin-2 (Rattus norvegicus)","","PF06468"
"pdam_00009418",15.5255923066791,5.53915041376793,1.06911108009528,5.18108035441392,2.20604425780477e-07,3.95226087619499e-06,"pdam_00009418"," unknown function","",""
"pdam_00025783",8.04383068609935,5.50896864741367,1.04487086803956,5.27239184852564,1.34657190502805e-07,2.55629707174025e-06,"pdam_00025783"," unknown function","",""
"pdam_00015749",3.06304928902314,5.46771401328103,1.2727281057,4.29605819875707,1.73861955602201e-05,0.000174568036167236,"pdam_00015749"," unknown function","",""
"pdam_00015111",42.9576154496153,5.44463502188139,0.586658838487863,9.28075171579304,1.68287030040089e-20,4.31286821499083e-18,"pdam_00015111"," unknown function","",""
"pdam_00025229",23.0750332095776,5.44333114775893,1.07557027276416,5.06087913137454,4.17327722943458e-07,7.02173106297579e-06,"pdam_00025229"," unknown function","","PF01410"
"pdam_00002869",3.29232372941143,5.43654535240184,1.15894590760178,4.69093968643603,2.71953136684383e-06,3.51621851207e-05,"pdam_00002869"," unknown function","",""
"pdam_00005158",4.40619903257995,5.4312716886405,1.18716517402503,4.57499243363585,4.76237197610513e-06,5.68643449305962e-05,"pdam_00005158"," unknown function","",""
"pdam_00021742",5.68395705966508,5.42498173058219,1.08482054523407,5.00081027633161,5.70898710679531e-07,9.14438750375789e-06,"pdam_00021742"," unknown function","",""
"pdam_00015299",4.4927333963425,5.39748051468454,1.10823288092255,4.87034864927611,1.11401504969076e-06,1.63370734607476e-05,"pdam_00015299"," unknown function","","PF00531"
"pdam_00004197",38.668510162459,5.38984390532026,0.544628763701526,9.89636292561674,4.31689651802098e-23,1.77881530051394e-20,"pdam_00004197"," unknown function","",""
"pdam_00004851",8.14202956030453,5.36793834861385,0.975786904691129,5.50113792551151,3.77347866945054e-08,8.32979561328814e-07,"pdam_00004851"," BASS4: Probable sodium/metabolite cotransporter BASS4%2C chloroplastic (Oryza sativa subsp. japonica)","K14347","PF13593"
"pdam_00024603",6.12546894737197,5.35680754090523,1.09350826485747,4.89873530274914,9.64554799963992e-07,1.44870607524967e-05,"pdam_00024603"," RNF151: RING finger protein 151 (Bos taurus)","",""
"pdam_00024989",3.62411401292877,5.33751064513954,1.14631089406717,4.65625047512352,3.22020135854933e-06,4.05710620802842e-05,"pdam_00024989"," unknown function","",""
"pdam_00014197",5.06288706842251,5.33528223444428,1.23585529978949,4.31707679317559,1.58109162718279e-05,0.00016064259891442,"pdam_00014197"," Ttc28: Tetratricopeptide repeat protein 28 (Mus musculus)","","PF12770"
"pdam_00025496",30.2559495975421,5.32921076843359,0.777566293963864,6.85370599240668,7.19609042534385e-12,3.89757320331446e-10,"pdam_00025496"," unknown function","",""
"pdam_00019219",5.26986657494179,5.32332960020685,1.08532959560573,4.90480460660053,9.35203873376798e-07,1.41086212483944e-05,"pdam_00019219"," unknown function","",""
"pdam_00014905",13.0415976539273,5.31768056061084,0.871355688663302,6.102766791789,1.04247895102985e-09,3.40181601799571e-08,"pdam_00014905"," unknown function","",""
"pdam_00015687",2.27413529387862,5.30547583400998,1.20032673586176,4.42002637740213,9.86888544587991e-06,0.00010729158181333,"pdam_00015687"," unknown function","",""
"pdam_00015664",10.1898869767205,5.28580744413051,0.969202417681293,5.45377038655786,4.93128698260121e-08,1.06179299118201e-06,"pdam_00015664"," Igsf9: Protein turtle homolog A (Rattus norvegicus)","","PF07679"
"pdam_00019638",5.27892970576536,5.24522067231513,1.11631631593764,4.69868674087186,2.61839710438589e-06,3.40084148014026e-05,"pdam_00019638"," unknown function","",""
"pdam_00021846",9.55292572042186,5.24170399866668,1.33828857646909,3.91672176751016,8.976124361013e-05,0.000711286777702444,"pdam_00021846"," unknown function","",""
"pdam_00015008",12.1299627308958,5.23306891851788,0.91666556803539,5.70880929861199,1.13769276634019e-08,2.9008651808294e-07,"pdam_00015008"," bhmt: Betaine--homocysteine S-methyltransferase 1 (Danio rerio)","",""
"pdam_00016863",5.67944118005068,5.22915902382575,1.09521907520355,4.77453245858951,1.80125231103844e-06,2.4564125448717e-05,"pdam_00016863"," POGK: Pogo transposable element with KRAB domain (Homo sapiens)","",""
"pdam_00015851",16.0845566337362,5.20978948061591,0.93266591015794,5.58591176526831,2.32477254416532e-08,5.42834389062603e-07,"pdam_00015851"," FRRS1: Ferric-chelate reductase 1 (Mus musculus)","","PF03188"
"pdam_00010410",7.60051860799759,5.17368928085498,0.911301563635157,5.67725271996382,1.36875182270662e-08,3.40809473390754e-07,"pdam_00010410"," unknown function","",""
"pdam_00024416",8.68864308722949,5.15354066938732,0.865026424282022,5.95766848817918,2.55861871639037e-09,7.69232794348263e-08,"pdam_00024416"," unknown function","",""
"pdam_00017109",50.7574450377391,5.1429425762861,0.556268158230036,9.24543765483573,2.34279953389135e-20,5.72487583775891e-18,"pdam_00017109"," unknown function","",""
"pdam_00022302",4.61348401166942,5.13901290390492,0.999259015279327,5.14282365765636,2.70639633073175e-07,4.74748905595389e-06,"pdam_00022302"," unknown function","",""
"pdam_00019191",23.235365879023,5.1323387509536,0.875887514441517,5.85958660939022,4.64020829359647e-09,1.30366279799372e-07,"pdam_00019191"," unknown function","",""
"pdam_00001029",1.73788188524072,5.12721694784944,1.19412354108645,4.29370728524834,1.75714107466111e-05,0.000175935207619378,"pdam_00001029"," unknown function","",""
"pdam_00019221",8.39209429710352,5.10539684795921,0.965714083340654,5.28665464864955,1.24573504539535e-07,2.37775858119739e-06,"pdam_00019221"," CNTNAP5: Contactin-associated protein-like 5 (Gallus gallus)","","PF00754"
"pdam_00014438",24.0198738858465,5.09544636453095,0.999352907872888,5.09874572274628,3.41911479402232e-07,5.87031841473684e-06,"pdam_00014438"," Sult1b1: Sulfotransferase family cytosolic 1B member 1 (Mus musculus)","","PF00685"
"pdam_00015843",5.13503837882916,5.08969215187269,1.02372998450414,4.97171346831067,6.63637382784711e-07,1.04388769455245e-05,"pdam_00015843"," unknown function","",""
"pdam_00000417",1.64442165627547,5.07921152952864,1.44547466161248,3.5138710241123,0.000441627185973941,0.00270026049265125,"pdam_00000417"," unknown function","",""
"pdam_00022204",3.75205244497822,5.04748586744665,1.06914044066571,4.72106907143441,2.34608245162156e-06,3.07950797756572e-05,"pdam_00022204"," unknown function","",""
"pdam_00016487",51.0082685305255,5.0350538332327,0.480906405235754,10.469924663957,1.18737463322784e-25,6.56649418875871e-23,"pdam_00016487"," kinX: Probable serine/threonine-protein kinase kinX (Dictyostelium discoideum)","","PF00069"
"pdam_00011502",3.57851891335374,5.01524850426692,1.02489936792452,4.89340579302249,9.91057648969756e-07,1.48024708550813e-05,"pdam_00011502"," unknown function","","PF00078"
"pdam_00003922",3.00349498179656,5.01447256086824,1.16012483156281,4.32235602966382,1.54371815453398e-05,0.000157405322743967,"pdam_00003922"," unknown function","",""
"pdam_00014624",4.7262048732304,5.01399008869761,1.03259260441838,4.85572922684429,1.19944510583677e-06,1.73836819994205e-05,"pdam_00014624"," unknown function","",""
"pdam_00021432",2.99345238839722,5.01344120873853,1.1531358411009,4.34765881871487,1.37598428239244e-05,0.000142494409317235,"pdam_00021432"," Umod: Uromodulin (Rattus norvegicus)","","PF07645"
"pdam_00021243",72.2676203513357,5.01298102959852,0.458492840712818,10.9336080838358,7.96183909152133e-28,5.97564458958288e-25,"pdam_00021243"," unknown function","",""
"pdam_00022418",7.86399419968119,5.00509968021748,0.936430924634584,5.34486799671912,9.04829699466876e-08,1.79725861382764e-06,"pdam_00022418"," unknown function","",""
"pdam_00002442",1893.86144165268,4.9835140325946,0.313578727922543,15.8923855122774,7.15519976170289e-57,1.50366522992186e-52,"pdam_00002442"," Meltf: Melanotransferrin (Mus musculus)","","PF00405"
"pdam_00018173",13.6144687863358,4.94756099803346,0.79294410354505,6.23948267717003,4.39020367633471e-10,1.57709624372947e-08,"pdam_00018173"," unknown function","","PF04706"
"pdam_00025469",8.34490527761002,4.90898930391331,0.922132738256367,5.32351699517313,1.01779938959652e-07,1.98598460281995e-06,"pdam_00025469"," unknown function","",""
"pdam_00024113",31.2917791784279,4.90723747682623,0.570710970772966,8.5984635448306,8.0790391104116e-18,1.36920166859113e-15,"pdam_00024113"," unknown function","","PF12012"
"pdam_00024828",3.9988766878996,4.88998097328466,1.10306166993091,4.43309844461456,9.28884265227906e-06,0.000101722265939367,"pdam_00024828"," unknown function","",""
"pdam_00000438",13.8026805787426,4.88487054625101,0.804601241780194,6.07116953416968,1.26982045099177e-09,4.06787755755975e-08,"pdam_00000438"," Htr4: 5-hydroxytryptamine receptor 4 (Mus musculus)","","PF00001"
"pdam_00011636",4.07985215085638,4.87059292741573,1.00283299398999,4.85683354716622,1.19277779936913e-06,1.7322892504314e-05,"pdam_00011636"," unknown function","",""
"pdam_00019220",1.44532652317559,4.85304979162184,1.67047941495133,2.9051838341649,0.00367037455249188,0.0154823205982772,"pdam_00019220"," unknown function","",""
"pdam_00020947",57.5839636294358,4.84352460303689,0.672373047470571,7.20362694676409,5.86316425876337e-13,4.10714656326374e-11,"pdam_00020947"," enpp4: Bis(5'-adenosyl)-triphosphatase enpp4 (Danio rerio)","K18398","PF01663"
"pdam_00024642",8.22910203758021,4.83700551483351,0.963066855852245,5.02250231688548,5.10025818055038e-07,8.31512223927589e-06,"pdam_00024642"," unknown function","","PF14529"
"pdam_00009579",4.72957619999309,4.8333994162848,1.06959179367818,4.51891968959801,6.21559642372323e-06,7.17696477167823e-05,"pdam_00009579"," unknown function","",""
"pdam_00024858",1.41359140576481,4.83280392884812,1.51663413002391,3.18653248873671,0.0014398931499651,0.00722870390504456,"pdam_00024858"," unknown function","",""
"pdam_00021732",2.27019549769497,4.82801267561898,1.19059895468033,4.05511247648902,5.01101845667064e-05,0.000432470442985353,"pdam_00021732"," unknown function","",""
"pdam_00004084",6.79407529623103,4.79713800268418,0.887833519355236,5.40319541682541,6.54640723258114e-08,1.36210641576923e-06,"pdam_00004084"," unknown function","","PF13472"
"pdam_00021143",2572.95226489198,4.79640648044848,0.409764500679328,11.7052757681467,1.19769218444391e-31,1.48055889741698e-28,"pdam_00021143"," MCM8: DNA helicase MCM8 (Gallus gallus)","K10737","PF00493, PF17207"
"pdam_00006344",2.14791384857356,4.73476896596575,1.2253244421989,3.86409411491782,0.000111502227424314,0.000852699894221961,"pdam_00006344"," unknown function","",""
"pdam_00025397",12.4993143905551,4.73062069360526,0.846917110431311,5.5856950288749,2.32767401041996e-08,5.42908649600173e-07,"pdam_00025397"," unknown function","",""
"pdam_00021768",3.59643516180442,4.71458786103468,1.36234718082748,3.46063611932685,0.000538900708825312,0.0031854282654328,"pdam_00021768"," unknown function","","PF03564"
"pdam_00010454",146.641827519452,4.70304695042901,1.01373136862393,4.63934242935883,3.49519507671298e-06,4.34624405545108e-05,"pdam_00010454"," Galaxin (Acropora millepora)","",""
"pdam_00014531",6.96954587345109,4.66832125959976,0.931832144333105,5.0098306738933,5.44779459615898e-07,8.81789497480308e-06,"pdam_00014531"," Phospholipase A2 A2-hormotoxin-Apt1a (Adamsia palliata)","","PF00068"
"pdam_00017746",1.27814919193163,4.64935087416684,1.5606660636608,2.97908116439786,0.00289114184639912,0.0127964081512379,"pdam_00017746"," unknown function","",""
"pdam_00004196",7.1360165847552,4.64401822108916,0.898360650743023,5.1694363697343,2.34801061421145e-07,4.18874728842561e-06,"pdam_00004196"," unknown function","",""
"pdam_00011672",1.66347423105959,4.6378055655409,1.24936587742702,3.7121276075605,0.000205524317125841,0.00143016341867535,"pdam_00011672"," unknown function","",""
"pdam_00014719",4.55464701636193,4.63690753495282,1.03150690714669,4.49527531306525,6.94799906248183e-06,7.86703665399007e-05,"pdam_00014719"," unknown function","",""
"pdam_00015115",20.5314353490347,4.60519543748974,0.708879866373494,6.49643988486952,8.22429568027800e-11,3.51287751465533e-09,"pdam_00015115"," RBM12B: RNA-binding protein 12B (Homo sapiens)","",""
"pdam_00000241",1.26018517019846,4.59902622888599,1.89479345427577,2.42719132183398,0.0152162291906956,0.0482961873497159,"pdam_00000241"," hoxX: Hydrogenase maturation factor HoxX (Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110))","","PF00551"
"pdam_00023214",15.9581641867702,4.58264440987143,0.720542729504508,6.35998979966497,2.01767147623222e-10,7.82313027177491e-09,"pdam_00023214"," Traf4: TNF receptor-associated factor 4 (Mus musculus)","","PF02176"
"pdam_00019547",2.33603985313917,4.58179177772567,1.29845777873582,3.52864132570142,0.00041769884589752,0.00258098831124269,"pdam_00019547"," unknown function","","PF03184"
"pdam_00013775",722.550022189064,4.57249164963369,0.625617727692132,7.30876291901343,2.69612980392035e-13,2.03079454585614e-11,"pdam_00013775"," Svep1: Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1 (Rattus norvegicus)","",""
"pdam_00014665",1.10046807503212,4.56903133232983,1.65409606236,2.76225271089208,0.00574040282637075,0.022360438442295,"pdam_00014665"," unknown function","",""
"pdam_00007916",5.65426594202218,4.56572567004421,0.991330742667576,4.60565326336826,4.11173018832254e-06,5.00915999464337e-05,"pdam_00007916"," unknown function","",""
