"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IDGeneInfo"
"pdam_00003924",372.312821344693,6.95382904250648,1.14103123663588,6.0943371392781,1.09891844449094e-09,1.2202366912319e-07,"pdam_00003924 unknown function"
"pdam_00020091",83.0138150112334,6.95183202293643,0.906127146969768,7.67202709485579,1.69299177313504e-14,7.56983449200699e-12,"pdam_00020091 unknown function"
"pdam_00018375",174.606057468538,6.83026725173014,1.12541621770586,6.06910327421222,1.28626416155695e-09,1.37456516971335e-07,"pdam_00018375 Uncharacterized skeletal organic matrix protein 5 (Acropora millepora)"
"pdam_00025673",18.2950208499245,6.70250071329046,1.09451150503197,6.12373710324284,9.14056678887204e-10,1.04966672714834e-07,"pdam_00025673 unknown function"
"pdam_00003956",149.708822372512,6.64943004905148,0.863429518888496,7.70118452472111,1.34810648722797e-14,6.40831850897384e-12,"pdam_00003956 psd3: Phosphatidylserine decarboxylase proenzyme 3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))"
"pdam_00018374",40.7764276109229,6.6248261449528,1.05386085661962,6.28624367566198,3.2523931113974e-10,4.74646119694559e-08,"pdam_00018374 unknown function"
"pdam_00024567",25.9829413060476,6.59595822929153,1.80475793262963,3.654760624701,0.000257422045765456,0.00247471376567295,"pdam_00024567 unknown function"
"pdam_00012870",132.199249086427,6.55520745405383,0.828918082664831,7.9081486954416,2.6124466497938e-15,1.77098601114247e-12,"pdam_00012870 PSD3: Phosphatidylserine decarboxylase proenzyme 3 (Arabidopsis thaliana)"
"pdam_00016873",6.23334304304757,6.55423727393339,1.12416748652512,5.83030318212903,5.53267605804311e-09,4.70725454897879e-07,"pdam_00016873 unknown function"
"pdam_00021929",113.065667555796,6.48626901075737,1.10929952637619,5.84717549816902,4.99989925125492e-09,4.39375621360991e-07,"pdam_00021929 unknown function"
"pdam_00005169",63.5305185234948,6.45041204743338,0.90115188066495,7.15796325329055,8.18844958587605e-13,2.68875418823727e-10,"pdam_00005169 unknown function"
"pdam_00015851",16.0845566337362,6.37490659499466,1.0647163117183,5.98742268229787,2.13192230844925e-09,2.07418274592875e-07,"pdam_00015851 FRRS1: Ferric-chelate reductase 1 (Mus musculus)"
"pdam_00006123",1152.60146238693,6.35793651602236,1.16462899822626,5.45919475275434,4.78298884175452e-08,2.67325825823062e-06,"pdam_00006123 Kctd21: BTB/POZ domain-containing protein KCTD21 (Mus musculus)"
"pdam_00017476",89.5458112580903,6.30441807299118,1.18308464229122,5.32879715248585,9.88653397983086e-08,4.82054551243957e-06,"pdam_00017476 unknown function"
"pdam_00007908",6.62076668047904,6.28039366144258,1.34881981453074,4.65621396852591,3.22077211520999e-06,7.87029372106254e-05,"pdam_00007908 lev-9: Protein lev-9 (Caenorhabditis elegans)"
"pdam_00024603",6.12546894737197,6.26457639769211,1.14632244672492,5.46493389847698,4.63079332556426e-08,2.61602477786916e-06,"pdam_00024603 RNF151: RING finger protein 151 (Bos taurus)"
"pdam_00011632",857.191632406252,6.15775849480969,0.750879498798618,8.20072795257015,2.38935697847581e-16,2.18314508272474e-13,"pdam_00011632 unknown function"
"pdam_00024517",2.80543184309674,6.11716463011177,1.46594683709374,4.17284206720561,3.00823471876501e-05,0.000462458321981321,"pdam_00024517 unknown function"
"pdam_00014197",5.06288706842251,6.07077343513827,1.30397768334223,4.65558077618187,3.23068711100487e-06,7.88398203874414e-05,"pdam_00014197 Ttc28: Tetratricopeptide repeat protein 28 (Mus musculus)"
"pdam_00023911",74.711412615888,6.07039422923808,1.09146865508696,5.56167527207132,2.67197135262962e-08,1.75000379865726e-06,"pdam_00023911 WBSCR27: Williams-Beuren syndrome chromosomal region 27 protein (Homo sapiens)"
"pdam_00022100",7.17650554022607,6.05156916478055,1.2191911635693,4.96359336058833,6.92007530397756e-07,2.30103453343494e-05,"pdam_00022100 unknown function"
"pdam_00021768",3.59643516180442,6.02028586660929,1.46073752347324,4.1214015316692,3.76574423289199e-05,0.000550710612764268,"pdam_00021768 unknown function"
"pdam_00003952",5.69020025746779,5.95771585298014,1.26015065614793,4.72778062203443,2.26987233894648e-06,5.8890576793778e-05,"pdam_00003952 unknown function"
"pdam_00003925",22.9220876291981,5.95298754399574,0.977983214952475,6.08700379820427,1.15043242340865e-09,1.259184238434e-07,"pdam_00003925 unknown function"
"pdam_00008354",6.82650128579659,5.92733007572436,2.06499065789591,2.87039074635037,0.00409964841693355,0.0208855229669046,"pdam_00008354 unknown function"
"pdam_00025842",38.5618105700299,5.90117382149364,0.808547955413783,7.29848338862431,2.91029427872172e-13,1.05447990116098e-10,"pdam_00025842 unknown function"
"pdam_00024802",44.4804298561987,5.85315321194315,0.775776138283962,7.54489977597207,4.52635460528642e-14,1.90242684060188e-11,"pdam_00024802 unknown function"
"pdam_00001793",5.08473304550845,5.83476515621129,1.15357331425302,5.05799248658029,4.23693124064652e-07,1.52464229490046e-05,"pdam_00001793 unknown function"
"pdam_00025094",39.1472646169888,5.80816952259031,0.790351884614493,7.34883997325234,1.99934378230032e-13,7.50289456875737e-11,"pdam_00025094 unknown function"
"pdam_00025469",8.34490527761002,5.78185282912145,1.0916007417407,5.29667359872032,1.17931220780401e-07,5.44686726307722e-06,"pdam_00025469 unknown function"
"pdam_00007195",16.6031257874676,5.75899378531214,0.976369668863657,5.89837432374842,3.67100415645177e-09,3.36882761344253e-07,"pdam_00007195 Ectin (Fragment) (Acropora millepora)"
"pdam_00023254",4.03074164624809,5.70816675178327,1.16231761594296,4.91102145703295,9.06031718968979e-07,2.85948627942848e-05,"pdam_00023254 unknown function"
"pdam_00025397",12.4993143905551,5.68882743173352,0.992136445419675,5.73391639627464,9.81377189402118e-09,7.49950604919473e-07,"pdam_00025397 unknown function"
"pdam_00000072",20.9144101642136,5.62781021451305,0.860314818568183,6.54157070533713,6.08760406248304e-11,1.13213273781488e-08,"pdam_00000072 unknown function"
"pdam_00024812",3.68344914436099,5.62697016485747,1.21316797956087,4.63824487594393,3.51380324228546e-06,8.40074802464494e-05,"pdam_00024812 unknown function"
"pdam_00019219",5.26986657494179,5.56693345962278,1.08599870088348,5.12609587386611,2.95812013631896e-07,1.14695377610227e-05,"pdam_00019219 unknown function"
"pdam_00019191",23.235365879023,5.53916318583814,0.94015454742372,5.89175811680852,3.82108219403433e-09,3.47619230768967e-07,"pdam_00019191 unknown function"
"pdam_00023323",23.3110179936375,5.5221193883023,1.71828150590766,3.21374545981935,0.0013101576130655,0.00865816422596584,"pdam_00023323 unknown function"
"pdam_00010410",7.60051860799759,5.51289178145962,0.960054059535502,5.74227224675961,9.34144746980902e-09,7.24393057483529e-07,"pdam_00010410 unknown function"
"pdam_00002174",2.73619794507899,5.44845587455287,1.50066544845114,3.63069322358044,0.000282660999281577,0.00266731966767056,"pdam_00002174 unknown function"
"pdam_00009408",7.71746148487942,5.37166395754467,1.24936002338792,4.2995324462025,1.71158817435051e-05,0.000296041362008033,"pdam_00009408 WBSCR27: Williams-Beuren syndrome chromosomal region 27 protein (Homo sapiens)"
"pdam_00025395",40.6661358133346,5.36832228095087,1.13059792618778,4.7482152201111,2.05219591862637e-06,5.47341807683913e-05,"pdam_00025395 unknown function"
"pdam_00001391",62.8966583365996,5.32565320850502,0.822079120250957,6.47827329184477,9.27781985153991e-11,1.65231681508569e-08,"pdam_00001391 unknown function"
"pdam_00010547",8.22469926535368,5.3054612235016,1.14614856785462,4.62894721705446,3.67529424193501e-06,8.69778248809283e-05,"pdam_00010547 unknown function"
"pdam_00004644",8.60092916934393,5.29190880091681,1.07922110796155,4.90345190793411,9.41670053850526e-07,2.95802633507755e-05,"pdam_00004644 unknown function"
"pdam_00003951",4.59473770867154,5.25847531096856,1.09619732518087,4.79701527286696,1.61047326420368e-06,4.55355689203534e-05,"pdam_00003951 unknown function"
"pdam_00016103",414.577808406502,5.24041623359104,0.824703170523159,6.35430591380743,2.09369807962356e-10,3.27281472518618e-08,"pdam_00016103 Cad96Ca: Tyrosine kinase receptor Cad96Ca (Drosophila melanogaster)"
"pdam_00024439",5046.88118767794,5.23049362510008,0.992443504996352,5.27031876249652,1.36187039377842e-07,6.14742362787224e-06,"pdam_00024439 unknown function"
"pdam_00015159",104.159044620794,5.22489075839253,1.63243676553946,3.20066961776979,0.0013710864387676,0.00899013463672424,"pdam_00015159 unknown function"
"pdam_00017227",20.3726841571619,5.20560604508226,0.807184183764193,6.44909321786587,1.12521341589156e-10,1.9870890701648e-08,"pdam_00017227 unknown function"
"pdam_00024356",25.0716663663632,5.14723247791298,0.641864690562294,8.01918621415963,1.06448028524956e-15,8.60386661327675e-13,"pdam_00024356 unknown function"
"pdam_00003089",134.399473153715,5.12331539142803,0.568212582576038,9.01654688497227,1.94111359202069e-19,4.07925021363149e-16,"pdam_00003089 unknown function"
"pdam_00024989",3.62411401292877,5.05083428258495,1.12763884177576,4.47912407365383,7.4949961201698e-06,0.000152771429161366,"pdam_00024989 unknown function"
"pdam_00016078",4.85940322810426,5.03748296225923,1.06685342387014,4.72181355896592,2.33750911944188e-06,6.02220161605568e-05,"pdam_00016078 unknown function"
"pdam_00001674",43.1271763119393,5.03532360226933,0.942055182480639,5.34504102934842,9.0396574925248e-08,4.49097877554158e-06,"pdam_00001674 cbh: Choloylglycine hydrolase (Clostridium perfringens (strain 13 / Type A))"
"pdam_00022629",1.50615001088926,4.96175739465241,1.74787591807276,2.83873548651174,0.00452926854269567,0.0225551133707937,"pdam_00022629 unknown function"
"pdam_00003765",92.6234996603541,4.95097367713485,0.78027311199319,6.34518042597636,2.22164918465172e-10,3.43293805996e-08,"pdam_00003765 Spon2: Spondin-2 (Rattus norvegicus)"
"pdam_00003955",75.0257619281739,4.94907478255171,0.633885807674109,7.80751788829466,5.83252002850205e-15,3.40473356663807e-12,"pdam_00003955 unknown function"
"pdam_00005933",2.70205554167961,4.94841318426915,1.5614215294601,3.16917186736895,0.00152873967581297,0.00975598672554191,"pdam_00005933 unknown function"
"pdam_00004084",6.79407529623103,4.93333791912182,0.908302600105194,5.43138147854082,5.59194501869854e-08,3.06027928562369e-06,"pdam_00004084 unknown function"
"pdam_00024553",18.7303691296964,4.92613339635816,0.861558738225898,5.71769883792479,1.07976291749618e-08,8.16230852920226e-07,"pdam_00024553 unknown function"
"pdam_00011250",5.21499744818641,4.89198738438278,0.926237817215132,5.28156731830627,1.28083402607047e-07,5.82613139780755e-06,"pdam_00011250 unknown function"
"pdam_00023024",34.7055774510426,4.83882036456023,0.770438670642336,6.28060421801773,3.37259710194897e-10,4.88494716239003e-08,"pdam_00023024 unknown function"
"pdam_00019220",1.44532652317559,4.76124778098784,1.78025533070646,2.6744746660011,0.00748464310002233,0.0328234087535412,"pdam_00019220 unknown function"
"pdam_00015749",3.06304928902314,4.70404025961087,1.26905783284071,3.70671858908208,0.000209962021763259,0.00212643464450838,"pdam_00015749 unknown function"
"pdam_00014845",12.6994002755526,4.68815380044215,0.835145614196299,5.61357650779713,1.98186913563624e-08,1.39294247108347e-06,"pdam_00014845 unknown function"
"pdam_00016950",1.91381996462748,4.65919922294802,1.26360797072723,3.68721892460568,0.000226718297750378,0.00224845919170561,"pdam_00016950 unknown function"
"pdam_00018477",1.69833288481157,4.64921358445806,1.31627319827531,3.53210381442837,0.000412267472515794,0.0035648306774981,"pdam_00018477 unknown function"
"pdam_00006178",11.6916643505538,4.64566188942898,1.04958967062678,4.42616959697665,9.59211195221888e-06,0.000185615315539484,"pdam_00006178 unknown function"
"pdam_00019877",14.8456140039567,4.63856969891579,0.774424210541337,5.98970129778528,2.10226784392478e-09,2.06391236011248e-07,"pdam_00019877 unknown function"
"pdam_00022974",7.40543120629265,4.61414677655849,0.842349941914712,5.47770771619009,4.30871073561933e-08,2.50131370466962e-06,"pdam_00022974 unknown function"
"pdam_00013654",5.08419229348287,4.61230094594996,0.966646685065147,4.77144443488069,1.82909442633915e-06,5.01807041377511e-05,"pdam_00013654 unknown function"
"pdam_00015390",6.15520829923674,4.61138925543513,1.00570304609511,4.58523942364495,4.53466499079167e-06,0.000102579100948856,"pdam_00015390 unknown function"
"pdam_00000438",13.8026805787426,4.60856076541219,0.833064519511723,5.5320574306938,3.16496234656112e-08,1.98542339441737e-06,"pdam_00000438 Htr4: 5-hydroxytryptamine receptor 4 (Mus musculus)"
"pdam_00009722",163.894011415803,4.59874937922255,0.599049834380685,7.67673925488498,1.6318911928286e-14,7.45525943854196e-12,"pdam_00009722 Allene oxide synthase-lipoxygenase protein (Plexaura homomalla)"
"pdam_00021830",171.147872218389,4.56828699155808,0.535935878581431,8.52394320688116,1.54211264161873e-17,2.02546857272611e-14,"pdam_00021830 lin-41: Protein lin-41 (Caenorhabditis elegans)"
"pdam_00017509",1.59845378255332,4.56615681096477,1.52464487502553,2.99489860606938,0.00274536085213518,0.0154014304078005,"pdam_00017509 unknown function"
"pdam_00022518",62.1321687547353,4.56181413345129,0.949451644900969,4.8046829535243,1.5499691545586e-06,4.41363167791991e-05,"pdam_00022518 unknown function"
"pdam_00002869",3.29232372941143,4.55495191960439,1.11250744535907,4.09431140313336,4.23424909578637e-05,0.000605246444689162,"pdam_00002869 unknown function"
"pdam_00024463",4.62253097003244,4.54613783558753,1.01576224788251,4.47559243815624,7.61997211845653e-06,0.000154368443793117,"pdam_00024463 unknown function"
"pdam_00005022",4.34746459373468,4.53959910210299,1.14236042120954,3.97387638596271,7.07122722255791e-05,0.000909435985814287,"pdam_00005022 GFP-like fluorescent chromoprotein amFP486 (Anemonia manjano)"
"pdam_00009195",11.2143141919476,4.52388868045535,1.35707767487733,3.33355176656655,0.000857447141653723,0.0063038210407796,"pdam_00009195 WBSCR27: Williams-Beuren syndrome chromosomal region 27 protein (Homo sapiens)"
"pdam_00019947",1.52496268285814,4.51325070090215,1.28941176340292,3.50024005441918,0.000464839351363442,0.00392786448287203,"pdam_00019947 unknown function"
"pdam_00023550",17.8728901973276,4.48325421862921,1.02438987682969,4.37651163881481,1.20593754888018e-05,0.000225269134130818,"pdam_00023550 unknown function"
"pdam_00023851",2.78415042397376,4.47069225077446,1.14876741559589,3.89172968355427,9.95321031331982e-05,0.00118979928745402,"pdam_00023851 unknown function"
"pdam_00025507",74.3269042692943,4.45761377216977,0.652789092243345,6.82856656941209,8.57672699905552e-12,2.04818088505854e-09,"pdam_00025507 PSD2: Phosphatidylserine decarboxylase proenzyme 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))"
"pdam_00023391",6.5106165521078,4.42539541491376,0.975786646346921,4.53520801035886,5.75467412636999e-06,0.000123654884218472,"pdam_00023391 unknown function"
"pdam_00023417",2.51682102105185,4.42122075874582,1.20829232621945,3.65906549500243,0.00025313664563668,0.00244582372784131,"pdam_00023417 unknown function"
"pdam_00019547",2.33603985313917,4.41618175020162,1.33828057276076,3.29989229470126,0.000967219410321414,0.00688320890887386,"pdam_00019547 unknown function"
"pdam_00014665",1.10046807503212,4.41612388967335,1.7524974370917,2.51990319426772,0.0117387113470075,0.0462484100032551,"pdam_00014665 unknown function"
"pdam_00005076",2.55821045798228,4.36686696323344,1.14187715761629,3.82428787029023,0.000131150608286722,0.00147229168437258,"pdam_00005076 unknown function"
"pdam_00015212",14.7810628411216,4.35691887005227,0.723605661386577,6.02112324785232,1.73210798972771e-09,1.79311573419349e-07,"pdam_00015212 unknown function"
"pdam_00016872",11.4291870739827,4.32253123593604,0.83815421387938,5.15720277289938,2.50666304055817e-07,1.00163751024966e-05,"pdam_00016872 unknown function"
"pdam_00005679",32.3259455662246,4.30873230367006,0.947923454663971,4.54544328708213,5.48197568367276e-06,0.000119499124151497,"pdam_00005679 unknown function"
"pdam_00023390",5.58031446760554,4.28170076510597,1.0773799044043,3.9741791615033,7.0622389358077e-05,0.000908945445685247,"pdam_00023390 unknown function"
"pdam_00022363",21.2919473255347,4.26659636143734,1.68082666553554,2.53839164318466,0.0111363282560654,0.0444079579319194,"pdam_00022363 Trypsin-2 (Fragment) (Salmo salar)"
"pdam_00018149",13.3019297163074,4.24621101672814,1.00133526000188,4.24054878155413,2.22973968284583e-05,0.000365792189188174,"pdam_00018149 unknown function"
"pdam_00012252",2.62336367513002,4.23225660818003,1.09041726629948,3.88131840808329,0.000103891712459605,0.00123071270424949,"pdam_00012252 nit2: Omega-amidase NIT2 (Danio rerio)"
"pdam_00025492",69.8433800764601,4.22317637714857,0.815695792761684,5.17739139348782,2.25009849986429e-07,9.25358512224034e-06,"pdam_00025492 unknown function"
"pdam_00010282",133.459903061403,4.21221918424049,0.976799972655688,4.31226382284641,1.61591454080946e-05,0.000284409079356036,"pdam_00010282 fut-3: Alpha-(1%2C3)-fucosyltransferase fut-3 (Caenorhabditis elegans)"
"pdam_00009826",25.7869553649047,4.19018357036232,0.992797905925001,4.22058058881408,2.43673924757743e-05,0.000391874856727319,"pdam_00009826 MATN1: Cartilage matrix protein (Gallus gallus)"
"pdam_00011636",4.07985215085638,4.17664240788114,0.939415216260733,4.44600250835401,8.74829268779848e-06,0.000171978831463129,"pdam_00011636 unknown function"
"pdam_00023446",97.896095123317,4.15423019615639,0.776280360450971,5.35145600455877,8.72493516313225e-08,4.39699070631233e-06,"pdam_00023446 unknown function"
"pdam_00016996",11.799402339568,4.15299763779038,0.678664435157681,6.11936831023933,9.39470330375214e-10,1.07298744526278e-07,"pdam_00016996 MC1R: Melanocyte-stimulating hormone receptor (Macaca mulatta)"
"pdam_00003309",49.9998405633699,4.13976619111677,0.66401294617628,6.23446608225882,4.53321531423092e-10,5.91711303282999e-08,"pdam_00003309 unknown function"
"pdam_00023416",7.6973838106603,4.10725219994705,1.00353243535861,4.09279466734857,4.26205109444157e-05,0.000607189703133478,"pdam_00023416 unknown function"
"pdam_00019221",8.39209429710352,4.10200148332204,0.958178512357195,4.28104098601709,1.86021089996479e-05,0.000316281003744014,"pdam_00019221 CNTNAP5: Contactin-associated protein-like 5 (Gallus gallus)"
"pdam_00023475",6.69874864657125,4.08227378024224,1.06401993187173,3.83665160582196,0.000124723212576682,0.00141373156003181,"pdam_00023475 unknown function"
"pdam_00000386",4.3477658606076,4.07984951503657,0.879028515385711,4.64131645746027,3.46196451306877e-06,8.29568805497608e-05,"pdam_00000386 unknown function"
"pdam_00009714",513.534334043074,4.06860207386177,0.70054580635029,5.80776023063847,6.33140978123867e-09,5.25764148341695e-07,"pdam_00009714 unknown function"
"pdam_00002362",13.3175082724418,4.04608283768701,0.807282336769015,5.01197989030782,5.38728352257682e-07,1.86333984198989e-05,"pdam_00002362 Uncharacterized skeletal organic matrix protein 5 (Acropora millepora)"
"pdam_00022519",2.2047302555503,4.03408184154851,1.29022460286129,3.12665084249848,0.001768097753585,0.0109091527573661,"pdam_00022519 unknown function"
"pdam_00009716",2482.76211251612,4.02372487986304,0.672899438231533,5.9796823288156,2.23573190579631e-09,2.16515695853961e-07,"pdam_00009716 unknown function"
"pdam_00009719",209.925882739943,4.01179478217391,0.50623310214125,7.92479742080267,2.28518565784716e-15,1.65597160688476e-12,"pdam_00009719 unknown function"
"pdam_00018976",187.800438765422,3.98965916426236,0.440224582719219,9.06278140947666,1.27165697819312e-19,2.96931904408093e-16,"pdam_00018976 unknown function"
"pdam_00010413",6.83441164297521,3.97573064150767,0.917545822662966,4.33300500455555,1.47087764983301e-05,0.00026509857471047,"pdam_00010413 unknown function"
"pdam_00003090",1.63533488470134,3.97339590150357,1.26283937214082,3.14639849624557,0.00165294624720564,0.0103629670003063,"pdam_00003090 unknown function"
"pdam_00016650",1.89028801480363,3.97107510329306,1.47341371206861,2.6951528079088,0.00703563572085473,0.031265359415048,"pdam_00016650 unknown function"
"pdam_00018703",3.62599841175727,3.96585508542861,0.96989990694018,4.08893232904827,4.33363244619647e-05,0.00061456655374202,"pdam_00018703 unknown function"
"pdam_00005774",6.74332592848663,3.92816758484586,0.881486459562882,4.4562994045238,8.33865527797749e-06,0.000165630284184024,"pdam_00005774 unknown function"
"pdam_00023355",1.03141361982319,3.926248365219,1.47387277669906,2.66389910125919,0.00772407266561765,0.033697609937296,"pdam_00023355 unknown function"
"pdam_00013776",53.0305273858175,3.91088283540808,0.671576729047396,5.82343411594311,5.76505474490039e-09,4.86556728771412e-07,"pdam_00013776 unknown function"
"pdam_00008839",3.90998162703194,3.88598441946565,1.0186828968761,3.81471450181645,0.000136340466033284,0.00152080408369929,"pdam_00008839 unknown function"
"pdam_00013775",722.550022189064,3.85497183097957,0.650201941084281,5.92888391651215,3.05000600837587e-09,2.86142304759013e-07,"pdam_00013775 Svep1: Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1 (Rattus norvegicus)"
"pdam_00021731",5.43558411812438,3.85446766293832,0.861218233269639,4.47559923145696,7.61972981834062e-06,0.000154368443793117,"pdam_00021731 unknown function"
"pdam_00023883",558.982418423673,3.83685678351576,0.659552048177672,5.8173677029992,5.97815420503134e-09,4.98535359598149e-07,"pdam_00023883 Uncharacterized skeletal organic matrix protein 5 (Acropora millepora)"
"pdam_00025215",21.8365617928292,3.836313538787,0.632135235226124,6.06881775450262,1.28855264541294e-09,1.37456516971335e-07,"pdam_00025215 Cad96Ca: Tyrosine kinase receptor Cad96Ca (Drosophila melanogaster)"
"pdam_00008952",103.085216877149,3.83476299167353,1.13589990907814,3.37596909818024,0.000735561803463879,0.00559600471404918,"pdam_00008952 RAB10: Ras-related protein Rab-10 (Pongo abelii)"
"pdam_00013900",1.87407706621688,3.83362143654979,1.23150312342152,3.11296119647568,0.00185220368574288,0.0113052746023487,"pdam_00013900 unknown function"
"pdam_00016964",1.37111595133877,3.83013257521124,1.22940885914142,3.11542620401002,0.00183679302091194,0.0112438698906101,"pdam_00016964 unknown function"
"pdam_00019477",5.86500637088701,3.82587817298194,0.848859407422488,4.50708107788897,6.57255239228447e-06,0.000137310603515178,"pdam_00019477 MORN5: MORN repeat-containing protein 5 (Bos taurus)"
"pdam_00000854",1500.03413862651,3.81970832392194,0.902581414760571,4.23198202561616,2.31640924658398e-05,0.000376775079852649,"pdam_00000854 RCN3: Reticulocalbin-3 (Homo sapiens)"
"pdam_00025852",27.0234028281262,3.81351736876367,0.695963037027913,5.47948262460772,4.26571334179072e-08,2.49704640327944e-06,"pdam_00025852 unknown function"
"pdam_00008518",1196.20201256342,3.80516803584278,0.813856459966509,4.6754780763175,2.93269608077406e-06,7.31954966003169e-05,"pdam_00008518 unknown function"
"pdam_00019727",4.65548212739036,3.79965388088916,1.23859272496382,3.06771855211741,0.00215699666729654,0.0127472679874119,"pdam_00019727 unknown function"
"pdam_00023029",24.2780343265834,3.79254660347113,0.680506002108806,5.57312733718511,2.50206545683613e-08,1.67771297755801e-06,"pdam_00023029 unknown function"
"pdam_00006385",3.21641754045375,3.78986922005396,0.900706560177729,4.20766250365284,2.58025843161634e-05,0.000408314239009166,"pdam_00006385 Npffr1: Neuropeptide FF receptor 1 (Rattus norvegicus)"
"pdam_00024354",118.235545402624,3.7895275203525,0.609795218428358,6.21442642682465,5.1512462649389e-10,6.4436571581959e-08,"pdam_00024354 unknown function"
"pdam_00019309",9.55190082242357,3.78736159507917,0.7696707480788,4.92075553674468,8.62107585508768e-07,2.77021267728849e-05,"pdam_00019309 CML16: Probable calcium-binding protein CML16 (Arabidopsis thaliana)"
"pdam_00007324",7.26337079892127,3.7842299322265,0.713956699261227,5.30036336397189,1.15572431776124e-07,5.40057168037303e-06,"pdam_00007324 unknown function"
"pdam_00023051",2.5149200501106,3.76203426030472,1.19210264245122,3.15579726639073,0.0016006007087296,0.0101108747995284,"pdam_00023051 unknown function"
"pdam_00009823",2.80484124744626,3.75797696301475,1.16181194638225,3.23458282101217,0.00121820583622223,0.00819522419502952,"pdam_00009823 unknown function"
"pdam_00024416",8.68864308722949,3.74111032191952,0.743205371740135,5.03375037933339,4.80975895781063e-07,1.68743045907163e-05,"pdam_00024416 unknown function"
"pdam_00024139",188.11358092251,3.73782349052754,1.18155560344381,3.16347658936501,0.00155896889489918,0.00991878029860921,"pdam_00024139 unknown function"
"pdam_00005680",17.7551798526048,3.73361006692615,0.706853957887348,5.28201055573799,1.27773834591445e-07,5.82465755735186e-06,"pdam_00005680 unknown function"
"pdam_00006344",2.14791384857356,3.7228264446965,1.19584662717545,3.11313036312165,0.0018511423099928,0.0113052746023487,"pdam_00006344 unknown function"
"pdam_00025867",1.47055616516187,3.69239551492789,1.29413235644885,2.85318228582119,0.00432837852918439,0.0217818186759602,"pdam_00025867 unknown function"
"pdam_00023179",3.02515197129999,3.66284397581168,1.05039835021426,3.48709989411593,0.00048828893665757,0.00408178463202335,"pdam_00023179 unknown function"
"pdam_00013217",3.82348150734245,3.65056662345582,0.870494666938842,4.19366914250411,2.74478239806298e-05,0.000430138718085709,"pdam_00013217 unknown function"
"pdam_00024998",0.869491070663748,3.64946770106295,1.44936164893623,2.51798279866279,0.0118029085117614,0.046423006246428,"pdam_00024998 unknown function"
"pdam_00007797",11.0931794188011,3.64723616783316,0.594883750886203,6.13100654102561,8.7324814675047e-10,1.02013730493436e-07,"pdam_00007797 unknown function"
"pdam_00023566",1.06813964299139,3.6429407096859,1.38022421344098,2.63938327860792,0.00830570189751659,0.0356140227252216,"pdam_00023566 unknown function"
"pdam_00007994",6.20236710005365,3.63550661657054,0.764196587799692,4.75729239649976,1.96206870894347e-06,5.28626588698038e-05,"pdam_00007994 Profilin-2 (Acanthamoeba castellanii)"
"pdam_00022833",2.55763240716036,3.63413054548919,1.12405452056383,3.23305540701558,0.00122473806319097,0.00822821943668744,"pdam_00022833 gghA: Gamma-glutamyl hydrolase A (Dictyostelium discoideum)"
"pdam_00024829",21.7451316368445,3.63276725735866,0.649077503201922,5.59681584932169,2.18324390345142e-08,1.49937485722325e-06,"pdam_00024829 unknown function"
